"040202001","60023",75.0,
"040202002","60023",91.0,
"040202003","60023",66.0,
"040202004","60023",70.0,
"040202005","60023",82.0,
"040202006","60023",80.0,
"040202007","60023",61.0,
"040202008","60023",78.0,
"040202009","60023",81.0,
"040202010","60023",69.0,
"040202011","60023",60.0,
"040202012","60023",91.0,
"040202013","60023",67.0,
"040202014","60023",62.0,
"040202015","60023",64.0,
"040202016","60023",68.0,
"040202017","60023",69.0,
"040202018","60023",60.0,
"040202019","60023",62.0,
"040202020","60023",73.0,
"040202021","60023",99.0,
"040202022","60023",59.0,
"040202001","60011",67.0,
"040202002","60011",69.0,
"040202003","60011",70.0,
"040202004","60011",89.0,
"040202005","60011",82.0,
"040202006","60011",92.0,
"040202007","60011",89.0,
"040202008","60011",97.0,
"040202009","60011",79.0,
"040202010","60011",68.0,
"040202011","60011",66.0,
"040202012","60011",98.0,
"040202013","60011",77.0,
"040202014","60011",56.0,
"040202015","60011",57.0,
"040202016","60011",99.0,
"040202017","60011",86.0,
"040202018","60011",82.0,
"040202019","60011",80.0,
"040202020","60011",81.0,
"040202021","60011",60.0,
"040202022","60011",82.0,
"040202001","9501",65.0,
"040202002","9501",74.0,
"040202003","9501",92.0,
"040202004","9501",66.0,
"040202005","9501",68.0,
"040202006","9501",69.0,
"040202007","9501",69.0,
"040202008","9501",84.0,
"040202009","9501",86.0,
"040202010","9501",93.0,
"040202011","9501",84.0,
"040202012","9501",70.0,
"040202013","9501",95.0,
"040202014","9501",80.0,
"040202015","9501",75.0,
"040202016","9501",66.0,
"040202017","9501",70.0,
"040202018","9501",54.0,
"040202019","9501",55.0,
"040202020","9501",78.0,
"040202021","9501",57.0,
"040202022","9501",68.0,
"040202001","60001",87.0,
"040202002","60001",62.0,
"040202003","60001",67.0,
"040202004","60001",66.0,
"040202005","60001",73.0,
"040202006","60001",56.0,
"040202007","60001",76.0,
"040202008","60001",82.0,
"040202009","60001",96.0,
"040202010","60001",76.0,
"040202011","60001",96.0,
"040202012","60001",84.0,
"040202013","60001",84.0,
"040202014","60001",69.0,
"040202015","60001",68.0,
"040202016","60001",63.0,
"040202017","60001",67.0,
"040202018","60001",95.0,
"040202019","60001",89.0,
"040202020","60001",88.0,
"040202021","60001",90.0,
"040202022","60001",89.0,
"040202001","60017",80.0,
"040202002","60017",81.0,
"040202003","60017",52.0,
"040202004","60017",61.0,
"040202005","60017",61.0,
"040202006","60017",79.0,
"040202007","60017",64.0,
"040202008","60017",89.0,
"040202009","60017",91.0,
"040202010","60017",69.0,
"040202011","60017",83.0,
"040202012","60017",67.0,
"040202013","60017",56.0,
"040202014","60017",72.0,
"040202015","60017",81.0,
"040202016","60017",78.0,
"040202017","60017",97.0,
"040202018","60017",68.0,
"040202019","60017",64.0,
"040202020","60017",90.0,
"040202021","60017",58.0,
"040202022","60017",84.0,
"040202001","60008",69.0,
"040202002","60008",87.0,
"040202003","60008",66.0,
"040202004","60008",71.0,
"040202005","60008",66.0,
"040202006","60008",76.0,
"040202007","60008",68.0,
"040202008","60008",70.0,
"040202009","60008",81.0,
"040202010","60008",90.0,
"040202011","60008",68.0,
"040202012","60008",79.0,
"040202013","60008",65.0,
"040202014","60008",77.0,
"040202015","60008",75.0,
"040202016","60008",77.0,
"040202017","60008",62.0,
"040202018","60008",65.0,
"040202019","60008",61.0,
"040202020","60008",56.0,
"040202021","60008",55.0,
"040202022","60008",66.0,
